ocid,initiationType,tag,id,date,tender/id,tender/externalReference,tender/title,tender/mainProcurementCategory,tender/procurementMethod,tender/contractType,tenderclassification/description,tender/submissionMethodDetails,tender/participationFee/0/multiCurrencyAllowed,tender/allowTwoStageTender,tender/value/amount,tender/datePublished,tender/milestones/title,tender/milestones/code,tender/milestones/type,tender/milestones/dueDate,tender/tenderPeriod/durationInDays,tender/allowPreferentialBidder,Payment Mode,tender/status,tender/stage,tender/numberOfTenderers,tender/milestones/type.1,tender/milestones/title.1,tender/milestones/dueDate.1,tender/bidOpening/date,tender/documents/id,buyer/name,fiscal_year
ocds-kjhdrl-2020_PWBNH_15712_1,tender,tender,1,2022-09-29,2020_PWBNH_15712_1,CS/T/BD/34/2019/2 District Library Dibrugarh,"Repair, Renovation and Modernisation of District Library at Dibrugarh under CIDF",Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,18396404,2020-04-01 15:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Technical Evaluation,2,assessment,Price Bid Opening Date,NA,24-01-2020 17:00,NA,Public Works Building and NH Department,2020-2021
ocds-kjhdrl-2020_PWBNH_15713_1,tender,tender,1,2022-09-29,2020_PWBNH_15713_1,DSC Cum Planetarium- Diphu,"Construction of 6 (six) nos of District Science Centre cum Planetarium for ASTEC under Department of Science and Technology, Assam at 1.Majuli, 2. Diphu, 3.Kaliabor, 4. Silchar, 5.Amingaon and  6. Bongaigaon at  Diphu",Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,88550000,2020-04-01 15:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,1,assessment,Price Bid Opening Date,NA,14-01-2020 15:30,NA,Public Works Building and NH Department,2020-2021
ocds-kjhdrl-2020_PWBNH_15714_1,tender,tender,1,2022-09-29,2020_PWBNH_15714_1,DSC Cum Planetarium- Kaliabor,"Construction of 6 (six) nos of District Science Centre cum Planetarium for ASTEC under Department of Science and Technology, Assam at 1.Majuli, 2. Diphu, 3.Kaliabor, 4. Silchar,5.Amingaon and  6. Bongaigaon at  Kaliabor",Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,89220000,2020-04-01 15:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,1,assessment,Price Bid Opening Date,NA,14-01-2020 15:30,NA,Public Works Building and NH Department,2020-2021
ocds-kjhdrl-2020_PWD_15666_1,tender,tender,1,2022-09-29,2020_PWD_15666_1,CE/Com/43/19-20/1_RCCbridge,RCC Bridge over Morachawlkhowa,Works,Open Tender,Item Rate,Civil Works - Bridges,NA,No,No,47000000,2020-04-01 18:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,20-01-2020 14:10,NA,Public Works Roads Department,2020-2021
ocds-kjhdrl-2020_PWD_15667_1,tender,tender,1,2022-09-29,2020_PWD_15667_1,CE/Commn/43 /2019-20/1_Sonai,Sonai Banskandi Road,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,24931000,2020-04-01 18:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,1,assessment,Price Bid Opening Date,NA,20-01-2020 14:10,NA,Public Works Roads Department,2020-2021
ocds-kjhdrl-2019_DoWR_14993_2,tender,tender,1,2022-09-29,2019_DoWR_14993_2,GHY.WEST/2019-20/SOPD-FDR/I,Reconstruction of breached embankment of Puthimari River at Athgaon Package 5 RETENDER,Works,Open Tender,Works,Civil Works,NA,No,No,85264573,2020-04-01 18:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,AOC,1,assessment,Price Bid Opening Date,NA,13-01-2020 14:00,NA,Department of Water Resources,2020-2021
ocds-kjhdrl-2019_DoWR_14994_2,tender,tender,1,2022-09-29,2019_DoWR_14994_2,GHY.WEST/2019-20/SOPD-FDR/I,Reconstruction of breached embankment of Puthimari River at Athgaon Package 6 RETENDER,Works,Open Tender,Works,Civil Works,NA,No,No,44877962,2020-04-01 18:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,AOC,1,assessment,Price Bid Opening Date,NA,13-01-2020 14:00,NA,Department of Water Resources,2020-2021
ocds-kjhdrl-2019_DoWR_14962_2,tender,tender,1,2022-09-29,2019_DoWR_14962_2,BARPETA/2019-20/SOPD-FDR/I,"Reconstruction of breached embankment on L/B of Pahumara ,Package-1 Retender",Works,Open Tender,Works,Civil Works,NA,No,No,76472467,2020-04-01 18:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,AOC,2,assessment,Price Bid Opening Date,NA,13-01-2020 14:05,NA,Department of Water Resources,2020-2021
ocds-kjhdrl-2019_DoWR_14995_2,tender,tender,1,2022-09-29,2019_DoWR_14995_2,GHY.WEST/2019-20/SOPD-FDR/I,Reconstruction of breached embankment of Puthimari River at Athgaon Package 7 RETENDER,Works,Open Tender,Works,Civil Works,NA,No,No,99015312,2020-04-01 18:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,AOC,1,assessment,Price Bid Opening Date,NA,13-01-2020 14:00,NA,Department of Water Resources,2020-2021
ocds-kjhdrl-2019_DoWR_14964_2,tender,tender,1,2022-09-29,2019_DoWR_14964_2,BARPETA/2019-20/SOPD-FDR/I,"Reconstruction of breached embankment on L/B of Pahumara ,Package-3 Retender",Works,Open Tender,Works,Civil Works,NA,No,No,37209932,2020-04-01 18:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,AOC,2,assessment,Price Bid Opening Date,NA,13-01-2020 14:05,NA,Department of Water Resources,2020-2021
ocds-kjhdrl-2019_DoWR_14997_2,tender,tender,1,2022-09-29,2019_DoWR_14997_2,GHY.WEST/2019-20/SOPD-FDR/I,Reconstruction of breached embankment of Puthimari River at Athgaon Package 9 RETENDER,Works,Open Tender,Works,Civil Works,NA,No,No,45381139,2020-04-01 18:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,To be Opened,0,assessment,Price Bid Opening Date,NA,13-01-2020 14:00,NA,Department of Water Resources,2020-2021
ocds-kjhdrl-2019_DoWR_14968_2,tender,tender,1,2022-09-29,2019_DoWR_14968_2,BARPETA/2019-20/SOPD-FDR/III,"Reconstruction of breached embankment at Ch. 2.51km, 2.55km, 2.60km, 6.28km, and 6.55km-Package-1 Retender",Works,Open Tender,Works,Civil Works,NA,No,No,29269275,2020-04-01 18:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,AOC,3,assessment,Price Bid Opening Date,NA,13-01-2020 14:05,NA,Department of Water Resources,2020-2021
ocds-kjhdrl-2019_DoWR_15194_2,tender,tender,1,2022-09-29,2019_DoWR_15194_2,SILCHAR/2019-20/SOPD-FDR/II,"Reconstruction of flood embankment along L/B of Borak from Uttarkrishnapur,Retender",Works,Open Tender,Works,Civil Works,NA,No,No,103080546,2020-04-01 18:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,AOC,1,assessment,Price Bid Opening Date,NA,13-01-2020 14:05,NA,Department of Water Resources,2020-2021
ocds-kjhdrl-2019_DoWR_15193_2,tender,tender,1,2022-09-29,2019_DoWR_15193_2,SILCHAR/2019-20/SOPD-FDR/I,"Reconstruction of dyke along L/B of Barak from Tarapur to Massimpur,Retender",Works,Open Tender,Works,Civil Works,NA,No,No,98342881,2020-04-01 18:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,AOC,1,assessment,Price Bid Opening Date,NA,13-01-2020 14:05,NA,Department of Water Resources,2020-2021
ocds-kjhdrl-2020_APHC_15716_1,tender,tender,1,2022-09-29,2020_APHC_15716_1,APHC/CS/59/2018-19_Narainpur,"Construction of New District Jail (Phase II) - Civil works, Electrical Work, Sanitary, water Supply, Site preparation etc at Narainpur in Hailakandi District",Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,164495838,2020-04-01 18:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,120,No,Offline,NA,AOC,1,assessment,Price Bid Opening Date,NA,14-01-2020 14:30,NA,Assam Police Housing Corporation Ltd,2020-2021
ocds-kjhdrl-2020_PWBNH_15717_1,tender,tender,1,2022-09-29,2020_PWBNH_15717_1,BN/40/2019/ 20 ZP-Hojai,"Construction of Office building of new Zilla Parishads at Hojai Z.P., Sankardev Nagar, Hojai under SOPD Scheme",Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,30868700,2020-04-01 18:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Technical Evaluation,2,assessment,Price Bid Opening Date,NA,13-01-2020 15:00,NA,Public Works Building and NH Department,2020-2021
ocds-kjhdrl-2020_PWBNH_15719_1,tender,tender,1,2022-09-29,2020_PWBNH_15719_1,BN/40/2019/ 20  ZP-Charaideo,"Construction of Office building of new Zilla Parishads at Charaideo Z.P., Sonari, Charaideo under SOPD Scheme",Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,30868700,2020-04-01 18:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Technical Evaluation,3,assessment,Price Bid Opening Date,NA,13-01-2020 15:00,NA,Public Works Building and NH Department,2020-2021
ocds-kjhdrl-2020_PWBNH_15720_1,tender,tender,1,2022-09-29,2020_PWBNH_15720_1,BN/40/2019/ 20  ZP South Salmara,"Construction of Office building of new Zilla Parishads at South Salmara Mankachar Z.P., Hatsingimari, South Salmara Mankachar under SOPD Scheme",Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,30868700,2020-04-01 18:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Technical Evaluation,3,assessment,Price Bid Opening Date,NA,13-01-2020 15:00,NA,Public Works Building and NH Department,2020-2021
ocds-kjhdrl-2019_DoWR_15139_2,tender,tender,1,2022-09-29,2019_DoWR_15139_2,MANGALDAI/2019-20/SOPD-G/I,Construction of sluice at Ch. 3500.0 m and Ch. 5100.0 m on R/B of river Saktola (Ph-I) RETENDER,Works,Open Tender,Works,Civil Works,NA,No,No,15149676,2020-04-01 18:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,AOC,4,assessment,Price Bid Opening Date,NA,13-01-2020 14:00,NA,Department of Water Resources,2020-2021
ocds-kjhdrl-2020_PWBNH_15721_1,tender,tender,1,2022-09-29,2020_PWBNH_15721_1,BN/40/2019/ 20 ZP Biswanath Chariali,"Construction of Office building of new Zilla Parishads at Biswanath Z.P., Biswanath Chariali, Biswanath under SOPD Scheme",Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,30868700,2020-04-01 18:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,2,assessment,Price Bid Opening Date,NA,13-01-2020 15:00,NA,Public Works Building and NH Department,2020-2021
ocds-kjhdrl-2020_PWBNH_15722_1,tender,tender,1,2022-09-29,2020_PWBNH_15722_1,BN/40/2019/ 20 ZP Majuli,"Construction of Office building of new Zilla Parishads at Majuli Z.P., Garmur, Majuli under SOPD Scheme",Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,30868700,2020-04-01 18:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,1,assessment,Price Bid Opening Date,NA,13-01-2020 15:00,NA,Public Works Building and NH Department,2020-2021
ocds-kjhdrl-2020_PWBNH_15723_1,tender,tender,1,2022-09-29,2020_PWBNH_15723_1,BN/40/2019/ 20  ZP Lakhimpur,Construction of new Office building of Lakhimpur Zilla Parishad under SOPD Scheme,Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,30868700,2020-04-01 18:05:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Technical Evaluation,2,assessment,Price Bid Opening Date,NA,13-01-2020 15:00,NA,Public Works Building and NH Department,2020-2021
ocds-kjhdrl-2020_SSA_15718_1,tender,tender,1,2022-09-29,2020_SSA_15718_1,SSA_MIS_ICT_EP_II_354_2019_43,Educational Services Supply and Maintenance of ICT Hardware and Accessories,Services,Open Tender,Works,Information Technology,NA,No,No,161924000,2020-06-01 9:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,120,No,Offline,NA,To be Opened,0,assessment,Price Bid Opening Date,NA,24-01-2020 15:00,NA,Axom Sarba Siksha Abhijan Mission,2020-2021
ocds-kjhdrl-2020_PWD_15724_1,tender,tender,1,2022-09-29,2020_PWD_15724_1,CE/Commn/43 /2019-20/1_Kampur_Raha,SH 17 Kampur Chaparmukh Raha segment,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,21960000,2020-06-01 9:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,0,assessment,Price Bid Opening Date,NA,20-01-2020 14:10,NA,Public Works Roads Department,2020-2021
ocds-kjhdrl-2020_PWD_15725_1,tender,tender,1,2022-09-29,2020_PWD_15725_1,CE/CW/33 /2019-20/ 5(Mathura Dwarka Nagar,"Construction of drainage system, improvement of roadsMathura Dwarka Nagar area",Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,130979000,2020-06-01 9:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,1,assessment,Price Bid Opening Date,NA,18-01-2020 11:00,NA,Public Works Roads Department,2020-2021
ocds-kjhdrl-2020_PWD_15726_1,tender,tender,1,2022-09-29,2020_PWD_15726_1,CE/Commn/43 /2019-20/2_Rowmarui,Rowmarui to Thanapara road,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,12190500,2020-06-01 9:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,3,assessment,Price Bid Opening Date,NA,20-01-2020 14:10,NA,Public Works Roads Department,2020-2021
ocds-kjhdrl-2020_KAAC_15704_1,tender,tender,1,2022-09-29,2020_KAAC_15704_1,SEH/TECH/ISB/108/2018-19/1812,01(U)/SEH/ISB/2019-20,Works,Open Tender,Item Rate,Civil Works,NA,No,No,6818000,2020-06-01 11:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,2,assessment,Price Bid Opening Date,NA,17-01-2020 15:00,NA,Karbi Anglong Autonomous Council,2020-2021
ocds-kjhdrl-2020_PWD_15715_1,tender,tender,1,2022-09-29,2020_PWD_15715_1,SENL/NIT/N/298/2009-10/Pt-II,SENL/SOPD-FDR/2019-20/NAL-36,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,7322000,2020-06-01 11:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,22-01-2020 11:00,NA,Public Works Roads Department,2020-2021
ocds-kjhdrl-2020_PWD_15715_2,tender,tender,1,2022-09-29,2020_PWD_15715_2,SENL/NIT/N/298/2009-10/Pt-II,SENL/SOPD-FDR/2019-20/NAL-37,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,6294000,2020-06-01 11:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,4,assessment,Price Bid Opening Date,NA,22-01-2020 11:00,NA,Public Works Roads Department,2020-2021
ocds-kjhdrl-2020_PWD_15715_3,tender,tender,1,2022-09-29,2020_PWD_15715_3,SENL/NIT/N/298/2009-10/Pt-II,SENL/SOPD-FDR/2019-20/NAL-38,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,7499000,2020-06-01 11:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,22-01-2020 11:00,NA,Public Works Roads Department,2020-2021
ocds-kjhdrl-2020_PWD_15715_4,tender,tender,1,2022-09-29,2020_PWD_15715_4,SENL/NIT/N/298/2009-10/Pt-II,SENL/SOPD-FDR/2019-20/NAL-39,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,7862000,2020-06-01 11:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,3,assessment,Price Bid Opening Date,NA,22-01-2020 11:00,NA,Public Works Roads Department,2020-2021
ocds-kjhdrl-2020_PWD_15728_1,tender,tender,1,2022-09-29,2020_PWD_15728_1,BPSTRD/SOPD-G//2019-20/Pkg-1,BPSTRD/SOPD-G/2019-20/Pkg-1,Works,Open Tender,Item Rate,Civil Works,NA,No,No,17371000,2020-06-01 11:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,14-01-2020 11:00,NA,Public Works Roads Department,2020-2021
ocds-kjhdrl-2020_PWD_15729_1,tender,tender,1,2022-09-29,2020_PWD_15729_1,BPSTRD/SOPD-G//2019-20/Pkg-2,BPSTRD/SOPD-G/2019-20/Pkg-2,Works,Open Tender,Item Rate,Civil Works,NA,No,No,15782000,2020-06-01 11:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,14-01-2020 11:00,NA,Public Works Roads Department,2020-2021
ocds-kjhdrl-2020_PWD_15730_1,tender,tender,1,2022-09-29,2020_PWD_15730_1,BPSTRD/SOPD-G//2019-20/Pkg-3,BPSTRD/SOPD-G/2019-20/Pkg-3,Works,Open Tender,Item Rate,Civil Works,NA,No,No,14122000,2020-06-01 11:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,14-01-2020 11:00,NA,Public Works Roads Department,2020-2021
ocds-kjhdrl-2020_PWD_15731_1,tender,tender,1,2022-09-29,2020_PWD_15731_1,BPSTRD/SOPD-G//2019-20/Pkg-4,BPSTRD/SOPD-G//2019-20/Pkg-4,Works,Open Tender,Item Rate,Civil Works,NA,No,No,16481000,2020-06-01 11:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,0,assessment,Price Bid Opening Date,NA,14-01-2020 11:00,NA,Public Works Roads Department,2020-2021
ocds-kjhdrl-2020_PWD_15731_2,tender,tender,1,2022-09-29,2020_PWD_15731_2,BPSTRD/SOPD-G//2019-20/Pkg-4,BPSTRD/SOPD-G//2019-20/Pkg-4,Works,Open Tender,Item Rate,Civil Works,NA,No,No,19996000,2020-06-01 11:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,14-01-2020 11:00,NA,Public Works Roads Department,2020-2021
ocds-kjhdrl-2020_PWD_15733_1,tender,tender,1,2022-09-29,2020_PWD_15733_1,BPSTRD/SOPD-G//2019-20/Pkg-6,BPSTRD/SOPD-G//2019-20/Pkg-6,Works,Open Tender,Item Rate,Civil Works,NA,No,No,19273000,2020-06-01 11:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,14-01-2020 11:00,NA,Public Works Roads Department,2020-2021
ocds-kjhdrl-2020_PWD_15732_1,tender,tender,1,2022-09-29,2020_PWD_15732_1,BPSTRD/SOPD-G//2019-20/Pkg-5,BPSTRD/SOPD-G//2019-20/Pkg-5,Works,Open Tender,Item Rate,Civil Works,NA,No,No,16481000,2020-06-01 11:10:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,14-01-2020 11:00,NA,Public Works Roads Department,2020-2021
ocds-kjhdrl-2020_DIPR_15744_1,tender,tender,1,2022-09-29,2020_DIPR_15744_1,AA/208/2019/18,E-TENDER FOR CONDUCT OF TWO DAY NATIONAL LEVEL EVENT JANASANYOG CONCLAVE,Services,Open Tender,EOI,Miscellaneous Services,NA,No,No,9990987,2020-06-01 15:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Online,NA,Financial Bid Opening,7,assessment,Price Bid Opening Date,NA,27-01-2020 15:00,NA,Information and Public Relations Department,2020-2021
ocds-kjhdrl-2020_SSA_15736_1,tender,tender,1,2022-09-29,2020_SSA_15736_1,SSA_MDMS_Calendar20_53_2019_57,PRINTING and SUPPLY OF INFORMATION EDUCATION COMMUNICATION MATERIALS,Goods,Open Tender,Supply,Publishing/Printing,NA,No,No,8000000,2020-06-01 16:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Technical Evaluation,4,assessment,Price Bid Opening Date,NA,20-01-2020 15:00,NA,Axom Sarba Siksha Abhijan Mission,2020-2021
ocds-kjhdrl-2020_SSA_15738_1,tender,tender,1,2022-09-29,2020_SSA_15738_1,SSA_PrePrimaryEdn_187_2018_55,PRINTING and SUPPLY WORK BOOK,Goods,Open Tender,Supply,Publishing/Printing,NA,No,No,4200000,2020-06-01 16:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Technical Evaluation,5,assessment,Price Bid Opening Date,NA,20-01-2020 15:00,NA,Axom Sarba Siksha Abhijan Mission,2020-2021
ocds-kjhdrl-2019_UDD_14445_3,tender,tender,1,2022-09-29,2019_UDD_14445_3,SBM(U)208/2019/53 dated 15/10/2019,Supply and Delivery of Skid Steer Loaders,Goods,Open Tender,Supply,Machineries,NA,No,No,25072488,2020-06-01 16:25:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,4,assessment,Price Bid Opening Date,NA,17-01-2020 16:00,NA,Urban Development Department,2020-2021
ocds-kjhdrl-2020_WPTBC_15757_1,tender,tender,1,2022-09-29,2020_WPTBC_15757_1,SCDC/BH/Tndr/706/2019-20/5,"Construction of Boys Hostel at Simanta Sankar Junior College, Barpeta",Works,Limited,Item Rate,Civil Works,NA,No,No,11000000,2020-06-01 16:45:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Technical Bid Opening,5,assessment,Price Bid Opening Date,NA,14-01-2020 17:00,NA,Welfare of Plain Tribes and Backward Classes,2020-2021
