ocid,initiationType,tag,id,date,tender/id,tender/externalReference,tender/title,tender/mainProcurementCategory,tender/procurementMethod,tender/contractType,tenderclassification/description,tender/submissionMethodDetails,tender/participationFee/0/multiCurrencyAllowed,tender/allowTwoStageTender,tender/value/amount,tender/datePublished,tender/milestones/title,tender/milestones/code,tender/milestones/type,tender/milestones/dueDate,tender/tenderPeriod/durationInDays,tender/allowPreferentialBidder,Payment Mode,tender/status,tender/stage,tender/numberOfTenderers,tender/milestones/type.1,tender/milestones/title.1,tender/milestones/dueDate.1,tender/bidOpening/date,tender/documents/id,buyer/name,fiscal_year
ocds-kjhdrl-2019_PWD_10861_1,tender,tender,1,2022-09-29,2019_PWD_10861_1,GOSSAIGAON/SOPD -G/2018-19/02,Improvement of Roads (1)Kokrajhar- Kachugaon - Sankosh (L 7.83 Km)  (2) Srirampur - Maktaigaon (L 8.60 Km) (3) Gokulkata - Jaraguri (L 4.75 Km) (4) Kachugaon - Sankosh (L 9.90 Km)  (5) Raimona - Dombazar  (L 4.710 Km) and (6) Kachugaon Raimona road -,Works,Open Tender,Item Rate,Civil Works,NA,No,No,49056000,2019-04-01 12:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,2,assessment,Price Bid Opening Date,NA,22-01-2019 11:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWD_10862_1,tender,tender,1,2022-09-29,2019_PWD_10862_1,31-SIDLI/SOPD (G)/2018-19/01,"Improvement/ Construction of roads of 31-Sidli LAC under SOPD (G) for the year 2018-19. (1) Basugaon Rabindra Park to Thuribari, (2) Basugaon to Borchora Road, (3) Dakhingaon Bhurpar Salbari , (4) Ashrabari Duttapur Road, (5) Kukurmari Dangaigaon-II,",Works,Open Tender,Item Rate,Civil Works,NA,No,No,49888000,2019-04-01 12:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,3,assessment,Price Bid Opening Date,NA,22-01-2019 11:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWD_10863_1,tender,tender,1,2022-09-29,2019_PWD_10863_1,31-SIDLI/SOPD (G)/2018-19/02,"Improvement/ Construction of roads of 31-Sidli LAC under SOPD (G) for the year 2018-19. (1) Baikhungaon Monglagaon road, (2) Amteka to Lalai, (3) Subhaijhar to Sundary road, (4) Dhaligaon Sisu Niketan School, (5) Gohai Kamal Ali Road, (6) Satipur Tin",Works,Open Tender,Item Rate,Civil Works,NA,No,No,44681000,2019-04-01 12:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,2,assessment,Price Bid Opening Date,NA,22-01-2019 11:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWBNH_10858_1,tender,tender,1,2022-09-29,2019_PWBNH_10858_1,SE(B)JHT/(C/S)/S-54/18-19,"Renovation and  Repairing, Painting, Distempering, Finishing works of Various Buildings at HRH. The Prince of Wales Institute of Engineering and Technology, Jorhat under SOPD-G during the year 2018-19.",Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,8248000,2019-04-01 12:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,4,assessment,Price Bid Opening Date,NA,18-01-2019 15:00,NA,Public Works Building and NH Department,2019-2020
ocds-kjhdrl-2019_PWD_10867_1,tender,tender,1,2022-09-29,2019_PWD_10867_1,CE/STBR/MLCSNA/SOPD(G)/54,MLCSNA/SOPD(G)/Dergaon/01,Works,Open Tender,Item Rate,Civil Works,NA,No,No,14473000,2019-04-01 12:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,16-01-2019 14:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWD_10864_1,tender,tender,1,2022-09-29,2019_PWD_10864_1,31-SIDLI/SOPD (G)/2018-19/03,"Improvement/ Construction of roads of 31-Sidli LAC under SOPD (G) for the year 2018-19. (1) approach roads to District Centre at Kajalgaon, (2) Sidli Dangsibari road (PMGSY).",Works,Open Tender,Item Rate,Civil Works,NA,No,No,36533000,2019-04-01 12:15:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,2,assessment,Price Bid Opening Date,NA,22-01-2019 11:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWD_10868_1,tender,tender,1,2022-09-29,2019_PWD_10868_1,31-SIDLI/SOPD (G)/2018-19/04,Improvement/ Construction of roads of 31-Sidli LAC under SOPD (G) for the year 2018-19 . (1) Dologaon - Dholmara PMGSY road. (2) Salakati to Kalipukhuri road. (3) Dholmara - Kamarpara-Samarpara Road.,Works,Open Tender,Item Rate,Civil Works,NA,No,No,35030000,2019-04-01 12:15:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,2,assessment,Price Bid Opening Date,NA,22-01-2019 11:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWD_10870_1,tender,tender,1,2022-09-29,2019_PWD_10870_1,27 No. Bilasipara East SOPD (G)/2018-19/01,"Improvement/ Construction of roads of 27 No. Bilasipara East LAC under SOPD (G) for the year 2018-19. (1) Salkocha -Bedlengmari PMGSY Road (Ch. 0.00Km to 10.258 Km), (2)  Sarpamari- Chakrasila PMGSY Road (0.00Km to 7.25 Km)",Works,Open Tender,Item Rate,Civil Works,NA,No,No,38218000,2019-04-01 12:25:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,2,assessment,Price Bid Opening Date,NA,22-01-2019 11:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWD_10867_2,tender,tender,1,2022-09-29,2019_PWD_10867_2,CE/STBR/MLCSNA/SOPD(G)/54,MLCSNA /SOPD(G)/Rangapara/01,Works,Open Tender,Item Rate,Civil Works,NA,No,No,43423000,2019-04-01 12:30:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,16-01-2019 14:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWD_10867_3,tender,tender,1,2022-09-29,2019_PWD_10867_3,CE/STBR/MLCSNA/SOPD(G)/54,MLCSNA /SOPD(G)/Rangapara/02,Works,Open Tender,Item Rate,Civil Works,NA,No,No,41388000,2019-04-01 12:30:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,4,assessment,Price Bid Opening Date,NA,16-01-2019 14:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWD_10867_4,tender,tender,1,2022-09-29,2019_PWD_10867_4,CE/STBR/MLCSNA/SOPD(G)/54,MLCSNA/ SOPD(G)/Katlicheera/01,Works,Open Tender,Item Rate,Civil Works,NA,No,No,36092000,2019-04-01 12:30:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,0,assessment,Price Bid Opening Date,NA,16-01-2019 14:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWD_10865_1,tender,tender,1,2022-09-29,2019_PWD_10865_1,GR/SOPD(ODS)/4,GR/SOPD(ODS)/4,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,9998000,2019-04-01 13:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Financial Evaluation,2,assessment,Price Bid Opening Date,NA,10-01-2019 11:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWD_10869_1,tender,tender,1,2022-09-29,2019_PWD_10869_1,CEMLCSNA/RIDF24/42/18-19/Pt7,MLCSNA/Golaghat/07,Works,Open Tender,Item Rate,Civil Works,NA,No,No,24095000,2019-04-01 13:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,2,assessment,Price Bid Opening Date,NA,14-01-2019 11:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWBNH_10877_1,tender,tender,1,2022-09-29,2019_PWBNH_10877_1,GMCH-VD/ NCW-3_Quarter of GMC,"Construction of RCC building (G pLUS 1) (Gr. Floor) for Principal-Cum-Chief Superintendent Quarter of GMC at N.K. Hill top, Dispur, Guwahati-32 including Boundary Wall Approach Road, (Including Electrical works)",Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,18796000,2019-04-01 14:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,1,assessment,Price Bid Opening Date,NA,07-02-2019 15:30,NA,Public Works Building and NH Department,2019-2020
ocds-kjhdrl-2019_BoTC_10859_1,tender,tender,1,2022-09-29,2019_BoTC_10859_1,TN-323/1,Improvement of road from Bijni to Panbari (Non-PMGSY) under SOPD for the year 2018-19.,Works,Open Tender,Item Rate,Civil Works,NA,No,No,14995428,2019-04-01 15:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,3,assessment,Price Bid Opening Date,NA,17-01-2019 11:00,NA,Bodoland Territorial Council,2019-2020
ocds-kjhdrl-2019_BoTC_10860_1,tender,tender,1,2022-09-29,2019_BoTC_10860_1,TN-323/2,Construction of road from Dantak to No. 2 Fulbari village road with the provision of ICBP under BADP(SCA)for the year 2017-18.,Works,Open Tender,Item Rate,Civil Works,NA,No,No,3099930,2019-04-01 15:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Technical Evaluation,3,assessment,Price Bid Opening Date,NA,17-01-2019 11:00,NA,Bodoland Territorial Council,2019-2020
ocds-kjhdrl-2019_PWD_10884_1,tender,tender,1,2022-09-29,2019_PWD_10884_1,CE/Maint/SOPD/78/2018/14,CE/SOPD/18-19/South Karimganj-01,Works,Open Tender,Item Rate,Civil Works,NA,No,No,36064000,2019-04-01 16:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,0,assessment,Price Bid Opening Date,NA,25-01-2019 18:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWD_10884_2,tender,tender,1,2022-09-29,2019_PWD_10884_2,CE/Maint/SOPD/78/2018/14,CE/SOPD/18-19/Udarbond-05,Works,Open Tender,Item Rate,Civil Works,NA,No,No,37849000,2019-04-01 16:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,1,assessment,Price Bid Opening Date,NA,25-01-2019 18:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWD_10884_3,tender,tender,1,2022-09-29,2019_PWD_10884_3,CE/Maint/SOPD/78/2018/14,CE/SOPD/18-19/Udarbond-06,Works,Open Tender,Item Rate,Civil Works,NA,No,No,44500000,2019-04-01 17:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,1,assessment,Price Bid Opening Date,NA,14-01-2019 15:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWD_10884_4,tender,tender,1,2022-09-29,2019_PWD_10884_4,CE/Maint/SOPD/78/2018/14,CE/SOPD/18-19/Katigorah-01,Works,Open Tender,Item Rate,Civil Works,NA,No,No,49489000,2019-04-01 17:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,0,assessment,Price Bid Opening Date,NA,25-01-2019 18:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWD_10884_5,tender,tender,1,2022-09-29,2019_PWD_10884_5,CE/Maint/SOPD/78/2018/14,CE/SOPD/18-19/Katigorah-02,Works,Open Tender,Item Rate,Civil Works,NA,No,No,40000000,2019-04-01 17:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,1,assessment,Price Bid Opening Date,NA,14-01-2019 15:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_CEO_10891_1,tender,tender,1,2022-09-29,2019_CEO_10891_1,ELE.195/2014/210/003 Dated 04/01/2019,Engagement of an Agency For Systematic Voters Education and Electoral Participation SVEEP,Services,Open Tender,Item Rate,Miscellaneous Services,NA,No,No,0,2019-04-01 17:55:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,1,assessment,Price Bid Opening Date,NA,14-01-2019 12:00,NA,Office of the Chief Electoral Officer Assam,2019-2020
ocds-kjhdrl-2019_GU_10899_1,tender,tender,1,2022-09-29,2019_GU_10899_1,T/18-19/336 Dated 04.01.2019,Construction of Convention Centre at Gauhati University under TNEIF,Works,Open Tender,Item Rate,Composite Works,NA,No,No,96726332,2019-04-01 18:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,4,assessment,Price Bid Opening Date,NA,12-02-2019 14:00,NA,Gauhati University,2019-2020
ocds-kjhdrl-2019_SE_10904_1,tender,tender,1,2022-09-29,2019_SE_10904_1,SEBA/EO/CW/22/2018/01,Improvement of open space and parking area around the Building of Board of Secondary Education Assam Guwahati 21,Works,Open Tender,Works,Civil Works,NA,No,No,4504000,2019-04-01 18:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,To be Opened,3,assessment,Price Bid Opening Date,NA,07-02-2019 12:00,NA,SECONDARY EDUCATION DEPARTMENT ASSAM,2019-2020
ocds-kjhdrl-2019_PWD_10866_1,tender,tender,1,2022-09-29,2019_PWD_10866_1,ACE/T/NIT/Pt-I/96/73,Lumding /SOPD/TEZ/2018-19/19,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,28043997,2019-05-01 10:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,1,assessment,Price Bid Opening Date,NA,14-01-2019 15:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWD_10866_2,tender,tender,1,2022-09-29,2019_PWD_10866_2,ACE/T/NIT/Pt-I/96/73,Lumding /SOPD/TEZ/2018-19/20,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,20699499,2019-05-01 10:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,1,assessment,Price Bid Opening Date,NA,14-01-2019 15:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWD_10856_1,tender,tender,1,2022-09-29,2019_PWD_10856_1,SE/NRC/TB/NIT/64/2018-19/28,Permanent restoration to Hatimura Road under SDRF,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,5685000,2019-05-01 10:30:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,1,assessment,Price Bid Opening Date,NA,14-01-2019 11:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWD_10857_1,tender,tender,1,2022-09-29,2019_PWD_10857_1,SE/NRC/TB/NIT/64/2018-19/28,Permanent restoration to Uper Borbhagia to Moamari Road under SDRF,Works,Open Tender,Item Rate,Construction Works,NA,No,No,5873000,2019-05-01 10:30:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,1,assessment,Price Bid Opening Date,NA,14-01-2019 11:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWD_10871_1,tender,tender,1,2022-09-29,2019_PWD_10871_1,SE/NRC/TB/NIT/01/2015-16/81,Improvement of  M Azad  Road by providing ICBP (Municipal Road) Under SOPD for the year 2018-19.,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,5469000,2019-05-01 10:30:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,3,assessment,Price Bid Opening Date,NA,14-01-2019 11:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWD_10872_1,tender,tender,1,2022-09-29,2019_PWD_10872_1,SE/NRC/TB/NIT/01/2015-16/81,Improvement of Nagaon College Police Point to Borghat Byepass from Ch 315.00M to 1105.00 M (Non PMGSY) under SOPD for the year 2018-19,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,11000000,2019-05-01 10:30:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,1,assessment,Price Bid Opening Date,NA,14-01-2019 11:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWD_10873_1,tender,tender,1,2022-09-29,2019_PWD_10873_1,SE/NRC/TB/NIT/01/2015-16/81,Construction  of Narikalbari Road  by providing ICBP(Including RCC side drain)  (Municipal road)under SOPD  for the year 2018-19.,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,5516000,2019-05-01 10:30:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,1,assessment,Price Bid Opening Date,NA,14-01-2019 11:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWD_10875_1,tender,tender,1,2022-09-29,2019_PWD_10875_1,SE/NRC/TB/NIT/01/2015-16/81,Construction of Gendhali PWD Road from Gendhali Adarshagaon under SOPD for the year 2018-19,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,17525000,2019-05-01 10:30:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,3,assessment,Price Bid Opening Date,NA,14-01-2019 11:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWD_10878_1,tender,tender,1,2022-09-29,2019_PWD_10878_1,SE/NRC/TB/NIT/01/2015-16/81,Improvement of Hatigaon T.E.(DMS Road )to Sakmuthi T.E. (PMGSY) under SOPD for the Year 2018-19.,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,7000000,2019-05-01 10:30:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,2,assessment,Price Bid Opening Date,NA,14-01-2019 11:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWD_10879_1,tender,tender,1,2022-09-29,2019_PWD_10879_1,SE/NRC/TB/NIT/01/2015-16/81,Construction of Road  from Road from NH-36 to Marka-Ul-Maarif M.E. School via Bheloguri Raja Ali Road under SOPD for the year 2018-19,Works,Open Tender,Item Rate,Civil Works - Water Works,NA,No,No,11805000,2019-05-01 10:30:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,1,assessment,Price Bid Opening Date,NA,14-01-2019 11:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWD_10880_1,tender,tender,1,2022-09-29,2019_PWD_10880_1,SE/NRC/TB/NIT/01/2015-16/81,Improvement of  Road   from Road from NH-36 to Anfor Ali College under SOPD for the year 2018-19,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,5253000,2019-05-01 10:30:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,0,assessment,Price Bid Opening Date,NA,14-01-2019 11:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWD_10882_1,tender,tender,1,2022-09-29,2019_PWD_10882_1,SE/NRC/TB/NIT/01/2015-16/81,Construction of Road  from Podumoni to Kalajhar Road  under SOPD for the year 2018-19,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,16278000,2019-05-01 10:30:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,0,assessment,Price Bid Opening Date,NA,14-01-2019 11:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWD_10883_1,tender,tender,1,2022-09-29,2019_PWD_10883_1,SE/NRC/TB/NIT/01/2015-16/81,Construction of Road  from Trishghari to Dighaljar Road under SOPD for the year 2018-19,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,13024000,2019-05-01 10:30:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,0,assessment,Price Bid Opening Date,NA,14-01-2019 11:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWD_10885_1,tender,tender,1,2022-09-29,2019_PWD_10885_1,SE/NRC/TB/NIT/01/2015-16/81,Improvement of Vishnupally Road at Hojai (Non-PMGSY) under S.O.P.D for the year 2018-19,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,5724000,2019-05-01 10:30:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,1,assessment,Price Bid Opening Date,NA,14-01-2019 11:00,NA,Public Works Roads Department,2019-2020
ocds-kjhdrl-2019_PWD_10886_1,tender,tender,1,2022-09-29,2019_PWD_10886_1,SE/NRC/TB/NIT/01/2015-16/81,Improvement of Deshabandhu Road (Non-PMGSY) under S.O.P.D for the year 2018-19,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,6870000,2019-05-01 10:30:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,1,assessment,Price Bid Opening Date,NA,14-01-2019 11:00,NA,Public Works Roads Department,2019-2020
