ocid,initiationType,tag,id,date,tender/id,tender/externalReference,tender/title,tender/mainProcurementCategory,tender/procurementMethod,tender/contractType,tenderclassification/description,tender/submissionMethodDetails,tender/participationFee/0/multiCurrencyAllowed,tender/allowTwoStageTender,tender/value/amount,tender/datePublished,tender/milestones/title,tender/milestones/code,tender/milestones/type,tender/milestones/dueDate,tender/tenderPeriod/durationInDays,tender/allowPreferentialBidder,Payment Mode,tender/status,tender/stage,tender/numberOfTenderers,tender/milestones/type.1,tender/milestones/title.1,tender/milestones/dueDate.1,tender/bidOpening/date,tender/documents/id,buyer/name,fiscal_year
ocds-kjhdrl-2018_ICD_4808_1,tender,tender,1,2022-09-29,2018_ICD_4808_1,AIIDC/501/06/PART/20052,Drawal of Composit HT LT Line and street Lighting works at IID Centre Bandardowa,Works,Open Tender,Item Rate,Electrical Works,NA,No,No,1014141,2018-05-01 10:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,1,assessment,Price Bid Opening Date,NA,25-01-2018 15:00,NA,Industries and Commerce Department,2018-2019
ocds-kjhdrl-2018_PWD_4807_1,tender,tender,1,2022-09-29,2018_PWD_4807_1,CS/GRD/A.P.(SOPD)./2017-18/113,KAM(M)/GRC/SOPD/218,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,4205692,2018-05-01 11:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Financial Evaluation,4,assessment,Price Bid Opening Date,NA,16-01-2018 11:00,NA,Public Works Roads Department,2018-2019
ocds-kjhdrl-2018_PWBNH_4781_1,tender,tender,1,2022-09-29,2018_PWBNH_4781_1,CS/SE(B-I)/864/2017-18/5740-48 dtd.30-12-2017,Maintenance of Office Building in Capital Complex Dispur Guwahati 6 for the year 2017 18 Yearly Maintenance of Blocks of Assam Secretariat Complex Guwahati 6 Block D,Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,2141731,2018-05-01 14:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Technical Evaluation,4,assessment,Price Bid Opening Date,NA,12-01-2018 11:00,NA,Public Works Building and NH Department,2018-2019
ocds-kjhdrl-2018_PWBNH_4782_1,tender,tender,1,2022-09-29,2018_PWBNH_4782_1,CS/SE(B-I)/864/2017-18/5740-48 dtd.30-12-2017,Maintenance of Office Building in Capital Complex Dispur Guwahati 6 for the year 2017 18 Yearly Maintenance of Blocks of Assam Secretariat Complex Guwahati 6 Block F,Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,2141731,2018-05-01 14:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Technical Evaluation,3,assessment,Price Bid Opening Date,NA,12-01-2018 11:00,NA,Public Works Building and NH Department,2018-2019
ocds-kjhdrl-2018_PWBNH_4787_1,tender,tender,1,2022-09-29,2018_PWBNH_4787_1,CS/SE(B-I)/864/2017-18/5740-48 dtd.30-12-2017,Maintenance of Office Building in Capital Complex Dispur Guwahati 6 for the year 2017 18 Providing paver tiles at Car porch of Block A B C D E and F of Assam Secretariat Dispur Guwahati 6,Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,2041884,2018-05-01 14:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Technical Evaluation,5,assessment,Price Bid Opening Date,NA,12-01-2018 11:00,NA,Public Works Building and NH Department,2018-2019
ocds-kjhdrl-2018_PWBNH_4816_1,tender,tender,1,2022-09-29,2018_PWBNH_4816_1,CS/T/BD/28/2017/5 _Labour Commissioner,"Extension/Up-gradation of Multistoried RCC building  by demolishing the existing worn out Assam Type building of the Assistant Labour Commissioner, Kamrup (M), Assam (Shram Bhawan)",Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,86675981,2018-05-01 14:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Technical Evaluation,6,assessment,Price Bid Opening Date,NA,17-01-2018 16:00,NA,Public Works Building and NH Department,2018-2019
ocds-kjhdrl-2018_BoTC_4802_1,tender,tender,1,2022-09-29,2018_BoTC_4802_1,107/2,"Construction of approach road and Slab Culvert at Pasnapara Supa at Balahati village under SOPD, PWD Deptt. BTC for the year 2017-18.",Works,Open Tender,Item Rate,Civil Works,NA,No,No,2499997,2018-05-01 15:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,25-01-2018 11:00,NA,Bodoland Territorial Council,2018-2019
ocds-kjhdrl-2018_BoTC_4803_1,tender,tender,1,2022-09-29,2018_BoTC_4803_1,107/3,"Construction of Slab Culvert and approach road at Batabari Supa to Railway link Road at Balahati village under SOPD, PWD Deptt. BTC for the year 2017-18",Works,Open Tender,Item Rate,Civil Works,NA,No,No,2999973,2018-05-01 15:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,25-01-2018 11:00,NA,Bodoland Territorial Council,2018-2019
ocds-kjhdrl-2018_BoTC_4804_1,tender,tender,1,2022-09-29,2018_BoTC_4804_1,107/4,Construction of 2 Nos. box type Culvert with earth filling from Khantalguri village to Rajabil village for 2015-16,Works,Open Tender,Item Rate,Civil Works,NA,No,No,3000000,2018-05-01 15:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Technical Bid Opening,0,assessment,Price Bid Opening Date,NA,25-01-2018 11:00,NA,Bodoland Territorial Council,2018-2019
ocds-kjhdrl-2018_BoTC_4805_1,tender,tender,1,2022-09-29,2018_BoTC_4805_1,107/5,Earth filling and sand gravelling of road from No.4 Dongargaon Krishna Karki house to No.3 Dongargaon Memraj Chowk under SOPD fund for the year 2015-16.,Works,Open Tender,Item Rate,Civil Works,NA,No,No,8000000,2018-05-01 15:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,3,assessment,Price Bid Opening Date,NA,25-01-2018 11:00,NA,Bodoland Territorial Council,2018-2019
ocds-kjhdrl-2018_PWBNH_4821_1,tender,tender,1,2022-09-29,2018_PWBNH_4821_1,CE/REC/60/2017/5_Staff Quarters_Malibagan,"Construction of multi  storied building for quarters  for steno (Grade-I) and  Staff Quarters for Grade- III staff of the Gauhati High Court at Malibagan,  Kharghuli, Guwahati  (Phase-I)",Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,156239501,2018-05-01 15:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Technical Evaluation,2,assessment,Price Bid Opening Date,NA,03-02-2018 10:00,NA,Public Works Building and NH Department,2018-2019
ocds-kjhdrl-2018_GMDA_4822_1,tender,tender,1,2022-09-29,2018_GMDA_4822_1,No. GMDA/DEV/101/2017/02Dated02 /01/2018,ExtensionofNoonmatiBasinDrain,Works,Open Tender,Works,Civil Works,NA,No,No,120561029,2018-05-01 15:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,120,No,Offline,NA,Technical Evaluation,2,assessment,Price Bid Opening Date,NA,22-01-2018 15:30,NA,Guwahati Metropolitan Development Authority,2018-2019
ocds-kjhdrl-2018_BoTC_4798_1,tender,tender,1,2022-09-29,2018_BoTC_4798_1,107/1,"Construction of Slab Culvert with approach road at road from Lt. Kapilmari Katiora house to Saroda L.P. School at Uparkhuti in Baksa District under SOPD, PWD Deptt., BTC for the year 2017-18",Works,Open Tender,Item Rate,Civil Works,NA,No,No,2434997,2018-05-01 15:30:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,25-01-2018 11:00,NA,Bodoland Territorial Council,2018-2019
ocds-kjhdrl-2018_BoTC_4814_1,tender,tender,1,2022-09-29,2018_BoTC_4814_1,TN-203/1,Repairs of SPT Bridge No. 2/3 and SPT Foot Bridge No. 3/1 on Bheble Boro Supa to Hudukhata Naosali road under  Mukhyamatrir Path Nirman Aru Punar Nirman Yojana (ARMF) for the year 2017-18,Works,Open Tender,Item Rate,Civil Works,NA,No,No,2067691,2018-05-01 15:30:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,3,assessment,Price Bid Opening Date,NA,20-01-2018 15:30,NA,Bodoland Territorial Council,2018-2019
ocds-kjhdrl-2018_BoTC_4815_1,tender,tender,1,2022-09-29,2018_BoTC_4815_1,TN-203/2,Repairs to SPT foot Bridge No.1/1 on Barghagra to Fungbilli-Langthaibari road under  Mukhya-matrir Path Nirman Aru Punar Nirman Yojana (ARMF) for the year 2017-18,Works,Open Tender,Item Rate,Civil Works,NA,No,No,2799585,2018-05-01 15:30:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,3,assessment,Price Bid Opening Date,NA,20-01-2018 15:30,NA,Bodoland Territorial Council,2018-2019
ocds-kjhdrl-2018_AP_4827_1,tender,tender,1,2022-09-29,2018_AP_4827_1,SB/Sty/2017/MPF/20 dtd. 05-01-2018,EXPANSION OF NETWORK AND VIDEO CONFERENCING FACILITY OF SB,Goods,Open Tender,Supply,Miscellaneous Goods,NA,No,No,0,2018-05-01 15:40:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,1,assessment,Price Bid Opening Date,NA,09-02-2018 15:00,NA,Assam Police,2018-2019
ocds-kjhdrl-2018_BTC_4817_1,tender,tender,1,2022-09-29,2018_BTC_4817_1,ACE29/TECH/MSLPR/IFB/PtI/16-17,TN_365_1,Works,Open Tender,Item Rate,Civil Works,NA,No,No,13453988,2018-05-01 16:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,19-01-2018 14:00,NA,Bodoland Territorial Council-PWD,2018-2019
ocds-kjhdrl-2018_BTC_4817_2,tender,tender,1,2022-09-29,2018_BTC_4817_2,ACE29/TECH/MSLPR/IFB/PtI/16-17,TN_365_2,Works,Open Tender,Item Rate,Civil Works,NA,No,No,12709984,2018-05-01 16:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,19-01-2018 14:00,NA,Bodoland Territorial Council-PWD,2018-2019
ocds-kjhdrl-2018_BTC_4817_3,tender,tender,1,2022-09-29,2018_BTC_4817_3,ACE29/TECH/MSLPR/IFB/PtI/16-17,TN_365_3,Works,Open Tender,Item Rate,Civil Works,NA,No,No,3134959,2018-05-01 16:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,2,assessment,Price Bid Opening Date,NA,19-01-2018 14:00,NA,Bodoland Territorial Council-PWD,2018-2019
ocds-kjhdrl-2018_BTC_4817_4,tender,tender,1,2022-09-29,2018_BTC_4817_4,ACE29/TECH/MSLPR/IFB/PtI/16-17,TN_365_4,Works,Open Tender,Item Rate,Civil Works,NA,No,No,5353696,2018-05-01 16:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,2,assessment,Price Bid Opening Date,NA,19-01-2018 14:00,NA,Bodoland Territorial Council-PWD,2018-2019
ocds-kjhdrl-2018_BTC_4817_5,tender,tender,1,2022-09-29,2018_BTC_4817_5,ACE29/TECH/MSLPR/IFB/PtI/16-17,TN_365_5,Works,Open Tender,Item Rate,Civil Works,NA,No,No,5328664,2018-05-01 16:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,2,assessment,Price Bid Opening Date,NA,19-01-2018 14:00,NA,Bodoland Territorial Council-PWD,2018-2019
ocds-kjhdrl-2018_BTC_4817_6,tender,tender,1,2022-09-29,2018_BTC_4817_6,ACE29/TECH/MSLPR/IFB/PtI/16-17,TN_365_6,Works,Open Tender,Item Rate,Civil Works,NA,No,No,2163763,2018-05-01 16:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,2,assessment,Price Bid Opening Date,NA,19-01-2018 14:00,NA,Bodoland Territorial Council-PWD,2018-2019
ocds-kjhdrl-2018_APGCL_4810_1,tender,tender,1,2022-09-29,2018_APGCL_4810_1,APGCL/CGM(H and C)/13 of 2017-18,Repairing of Amtereng Hatidubi road at KLHEP Group-A Chainage 0.00 KM to 3.00 KM,Works,Open Tender,Works,Civil Works,NA,No,No,0,2018-05-01 17:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,120,No,Offline,NA,Financial Evaluation,3,assessment,Price Bid Opening Date,NA,22-01-2018 15:00,NA,Assam Power Generation Company Limited,2018-2019
ocds-kjhdrl-2018_APGCL_4810_2,tender,tender,1,2022-09-29,2018_APGCL_4810_2,APGCL/CGM(H and C)/13 of 2017-18,Repairing of Amtereng Hatidubi road at KLHEP Group-B Chainage 3.00 KM to 6.00 KM,Works,Open Tender,Works,Civil Works,NA,No,No,0,2018-05-01 17:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,120,No,Offline,NA,Financial Bid Opening,3,assessment,Price Bid Opening Date,NA,12-01-2018 15:00,NA,Assam Power Generation Company Limited,2018-2019
ocds-kjhdrl-2018_APGCL_4810_3,tender,tender,1,2022-09-29,2018_APGCL_4810_3,APGCL/CGM(H and C)/13 of 2017-18,Repairing of Amtereng Hatidubi road at KLHEP Group-C Chainage 6.00 KM to 10.00 KM,Works,Open Tender,Works,Civil Works,NA,No,No,0,2018-05-01 17:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,120,No,Offline,NA,Financial Bid Opening,4,assessment,Price Bid Opening Date,NA,22-01-2018 15:00,NA,Assam Power Generation Company Limited,2018-2019
ocds-kjhdrl-2018_DoWR_4763_1,tender,tender,1,2022-09-29,2018_DoWR_4763_1,NAGAON/SP/2017-18/2,Bank Protection work at Teliagaon,Works,Open Tender,Works,Civil Works,NA,No,No,6350084,2018-05-01 18:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Technical Evaluation,3,assessment,Price Bid Opening Date,NA,19-01-2018 14:05,NA,Department of Water Resources,2018-2019
ocds-kjhdrl-2018_DoWR_4794_1,tender,tender,1,2022-09-29,2018_DoWR_4794_1,CID-BADARPUR/RIDF-III/1,AE Mohadevpur Pk-1,Works,Open Tender,Works,Civil Works,NA,No,No,21462329,2018-05-01 18:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,3,assessment,Price Bid Opening Date,NA,24-01-2018 14:05,NA,Department of Water Resources,2018-2019
ocds-kjhdrl-2017_DoWR_4541_1,tender,tender,1,2022-09-29,2017_DoWR_4541_1,GOALPARA/RIDF-XXIII/1,Baladmari Pk-1,Works,Open Tender,Works,Civil Works,NA,No,No,18249628,2018-05-01 18:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,6,assessment,Price Bid Opening Date,NA,25-01-2018 14:05,NA,Department of Water Resources,2018-2019
ocds-kjhdrl-2018_PCCF_4826_1,tender,tender,1,2022-09-29,2018_PCCF_4826_1,A/SOPD/ASZOO/01,Renovation of Internal roads within the Assam State Zoo-cum-Botanical Garden during 2017-18,Works,Open Tender,Works,Civil Works – Roads,NA,No,No,19422236,2018-06-01 9:30:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,45,No,Offline,NA,Financial Evaluation,3,assessment,Price Bid Opening Date,NA,30-01-2018 11:00,NA,Pr. Chief Conservator of Forest and Head of Forest Force,2018-2019
ocds-kjhdrl-2018_PWD_4775_1,tender,tender,1,2022-09-29,2018_PWD_4775_1,CS/NGSRD/GDD/2017-18/142,ARIASP-NGSRD-05,Works,Open Tender,Works,Civil Works,NA,No,No,8475538,2018-06-01 10:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,2,assessment,Price Bid Opening Date,NA,16-01-2018 10:00,NA,Public Works Roads Department,2018-2019
ocds-kjhdrl-2018_PWD_4775_2,tender,tender,1,2022-09-29,2018_PWD_4775_2,CS/NGSRD/GDD/2017-18/142,ARIASP-NGSRD-06,Works,Open Tender,Works,Civil Works,NA,No,No,8767519,2018-06-01 10:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,2,assessment,Price Bid Opening Date,NA,16-01-2018 10:00,NA,Public Works Roads Department,2018-2019
ocds-kjhdrl-2018_PWD_4775_3,tender,tender,1,2022-09-29,2018_PWD_4775_3,CS/NGSRD/GDD/2017-18/142,ARIASP-NGSRD-07,Works,Open Tender,Works,Civil Works,NA,No,No,10280068,2018-06-01 10:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,2,assessment,Price Bid Opening Date,NA,16-01-2018 10:00,NA,Public Works Roads Department,2018-2019
ocds-kjhdrl-2018_PWD_4775_4,tender,tender,1,2022-09-29,2018_PWD_4775_4,CS/NGSRD/GDD/2017-18/142,ARIASP-NGSRD-08,Works,Open Tender,Works,Civil Works,NA,No,No,3926220,2018-06-01 10:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,2,assessment,Price Bid Opening Date,NA,16-01-2018 10:00,NA,Public Works Roads Department,2018-2019
ocds-kjhdrl-2018_PWD_4775_5,tender,tender,1,2022-09-29,2018_PWD_4775_5,CS/NGSRD/GDD/2017-18/142,ARIASP-NGSRD-09,Works,Open Tender,Works,Civil Works,NA,No,No,9992137,2018-06-01 10:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,2,assessment,Price Bid Opening Date,NA,16-01-2018 10:00,NA,Public Works Roads Department,2018-2019
ocds-kjhdrl-2018_PWD_4775_6,tender,tender,1,2022-09-29,2018_PWD_4775_6,CS/NGSRD/GDD/2017-18/142,ARIASP-NGSRD-10,Works,Open Tender,Works,Civil Works,NA,No,No,18598681,2018-06-01 10:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,2,assessment,Price Bid Opening Date,NA,16-01-2018 10:00,NA,Public Works Roads Department,2018-2019
ocds-kjhdrl-2018_PWD_4775_7,tender,tender,1,2022-09-29,2018_PWD_4775_7,CS/NGSRD/GDD/2017-18/142,ARIASP-NGSRD-11,Works,Open Tender,Works,Civil Works,NA,No,No,3572585,2018-06-01 10:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,2,assessment,Price Bid Opening Date,NA,16-01-2018 10:00,NA,Public Works Roads Department,2018-2019
ocds-kjhdrl-2018_PWD_4775_8,tender,tender,1,2022-09-29,2018_PWD_4775_8,CS/NGSRD/GDD/2017-18/142,ARIASP-NGSRD-12,Works,Open Tender,Works,Civil Works,NA,No,No,2787750,2018-06-01 10:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,2,assessment,Price Bid Opening Date,NA,16-01-2018 10:00,NA,Public Works Roads Department,2018-2019
ocds-kjhdrl-2018_PWD_4775_9,tender,tender,1,2022-09-29,2018_PWD_4775_9,CS/NGSRD/GDD/2017-18/142,ARIASP-NGSRD-13,Works,Open Tender,Works,Civil Works,NA,No,No,7140509,2018-06-01 10:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,2,assessment,Price Bid Opening Date,NA,16-01-2018 10:00,NA,Public Works Roads Department,2018-2019
ocds-kjhdrl-2018_PWD_4775_10,tender,tender,1,2022-09-29,2018_PWD_4775_10,CS/NGSRD/GDD/2017-18/142,ARIASP-NGSRD-14,Works,Open Tender,Works,Civil Works,NA,No,No,9917223,2018-06-01 10:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,2,assessment,Price Bid Opening Date,NA,16-01-2018 10:00,NA,Public Works Roads Department,2018-2019
ocds-kjhdrl-2018_PWD_4775_11,tender,tender,1,2022-09-29,2018_PWD_4775_11,CS/NGSRD/GDD/2017-18/142,ARIASP-NGSRD-15,Works,Open Tender,Works,Civil Works,NA,No,No,2953160,2018-06-01 10:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,2,assessment,Price Bid Opening Date,NA,16-01-2018 10:00,NA,Public Works Roads Department,2018-2019
ocds-kjhdrl-2018_PWD_4775_12,tender,tender,1,2022-09-29,2018_PWD_4775_12,CS/NGSRD/GDD/2017-18/142,ARIASP-NGSRD-16,Works,Open Tender,Works,Civil Works,NA,No,No,5559801,2018-06-01 10:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,2,assessment,Price Bid Opening Date,NA,16-01-2018 10:00,NA,Public Works Roads Department,2018-2019
ocds-kjhdrl-2018_PWD_4775_13,tender,tender,1,2022-09-29,2018_PWD_4775_13,CS/NGSRD/GDD/2017-18/142,ARIASP-NGSRD-17,Works,Open Tender,Works,Civil Works,NA,No,No,7118081,2018-06-01 10:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,2,assessment,Price Bid Opening Date,NA,16-01-2018 10:00,NA,Public Works Roads Department,2018-2019
ocds-kjhdrl-2018_PWD_4775_14,tender,tender,1,2022-09-29,2018_PWD_4775_14,CS/NGSRD/GDD/2017-18/142,ARIASP-NGSRD-18,Works,Open Tender,Works,Civil Works,NA,No,No,26760178,2018-06-01 10:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,2,assessment,Price Bid Opening Date,NA,16-01-2018 10:00,NA,Public Works Roads Department,2018-2019
