ocid,initiationType,tag,id,date,tender/id,tender/externalReference,tender/title,tender/mainProcurementCategory,tender/procurementMethod,tender/contractType,tenderclassification/description,tender/submissionMethodDetails,tender/participationFee/0/multiCurrencyAllowed,tender/allowTwoStageTender,tender/value/amount,tender/datePublished,tender/milestones/title,tender/milestones/code,tender/milestones/type,tender/milestones/dueDate,tender/tenderPeriod/durationInDays,tender/allowPreferentialBidder,Payment Mode,tender/status,tender/stage,tender/numberOfTenderers,tender/milestones/type.1,tender/milestones/title.1,tender/milestones/dueDate.1,tender/bidOpening/date,tender/documents/id,buyer/name,fiscal_year
ocds-kjhdrl-2016_PWBNH_1272_1,tender,tender,1,2022-09-29,2016_PWBNH_1272_1,CE/REC/43/2015/11 dt 9/11/16,AERC OFFICE BUILDING,Works,Open Tender,Item Rate,Civil Works,NA,No,No,116797208,2016-05-12 17:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Technical Evaluation,9,assessment,Price Bid Opening Date,NA,02-01-2017 15:00,NA,Public Works Building and NH Department,2016-2017
ocds-kjhdrl-2016_DoWR_933_1,tender,tender,1,2022-09-29,2016_DoWR_933_1,Mech-RGR/DM/06/2014/Pt-1/02,Mechanical,Goods,Open Tender,Supply,Machineries,NA,No,No,14477000,2016-05-13 18:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,3,assessment,Price Bid Opening Date,NA,27-05-2016 14:05,NA,Department of Water Resources,2016-2017
ocds-kjhdrl-2016_BTC_934_1,tender,tender,1,2022-09-29,2016_BTC_934_1,ACE-20/TECH/NLCPR(CHR)/16-17/8,BTC/NLCPR/Chirang/1,Works,Open Tender,Item Rate,Civil Works,NA,No,No,39560000,2016-05-24 14:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Technical Evaluation,3,assessment,Price Bid Opening Date,NA,01-06-2016 14:00,NA,Bodoland Territorial Council-PWD,2016-2017
ocds-kjhdrl-2016_PWBNH_936_1,tender,tender,1,2022-09-29,2016_PWBNH_936_1,GMC.9/2016/2 DTD.20/05/2016,Additional works for Construction of 200 bedded Cancer Hospital at G.M.C.H. Bhangagarh Guwahati,Works,Open Tender,Works,Civil Works - Building,NA,No,No,11834000,2016-05-25 16:30:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,17-06-2016 11:00,NA,Public Works Building and NH Department,2016-2017
ocds-kjhdrl-2016_BTC_935_1,tender,tender,1,2022-09-29,2016_BTC_935_1,ACE_12/TECH/Ashram(G)/KokBldg/,Udalguri_Ashram_1,Works,Open Tender,Item Rate,Civil Works,NA,No,No,130196117,2016-05-26 10:30:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Technical Evaluation,3,assessment,Price Bid Opening Date,NA,09-06-2016 14:00,NA,Bodoland Territorial Council-PWD,2016-2017
ocds-kjhdrl-2016_BTC_935_2,tender,tender,1,2022-09-29,2016_BTC_935_2,ACE_12/TECH/Ashram(G)/KokBldg/,Udalguri_Ashram_2,Works,Open Tender,Item Rate,Civil Works,NA,No,No,16955999,2016-05-26 10:30:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Technical Evaluation,2,assessment,Price Bid Opening Date,NA,09-06-2016 14:00,NA,Bodoland Territorial Council-PWD,2016-2017
ocds-kjhdrl-2016_APHC_940_1,tender,tender,1,2022-09-29,2016_APHC_940_1,APHC/T/9/2013-14/1,"Construction of Administrative Building  Civil Works, Sanitary and Water Supply Works, Site Preparation etc at Cane and Bamboo Technology Park, Burnihat, Assam Balance Work",Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,11713534,2016-06-06 16:10:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,60,No,Offline,NA,AOC,4,assessment,Price Bid Opening Date,NA,17-06-2016 14:30,NA,Assam Police Housing Corporation Ltd,2016-2017
ocds-kjhdrl-2016_NHM_992_1,tender,tender,1,2022-09-29,2016_NHM_992_1,NHM/PROC/RC-CAN-DRUG/2935 /2016-17/4326,e-TENDER FOR SUPPLY OF DRUGS,Goods,Open Tender,Buy,Medicines,NA,No,No,18400000,2016-06-08 18:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Technical Evaluation,17,assessment,Price Bid Opening Date,NA,29-08-2016 15:00,NA,National Health Mission,2016-2017
ocds-kjhdrl-2016_SWD_1030_1,tender,tender,1,2022-09-29,2016_SWD_1030_1,DSW (ICDS)G/123/2015/34,Rice based Micronutrient Fortified Energy Densed Food,Goods,Open Tender,Supply,Food Products,NA,No,No,435703950,2016-06-09 10:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,To be Opened,0,assessment,Price Bid Opening Date,NA,07-10-2016 11:00,NA,Social Welfare Department,2016-2017
ocds-kjhdrl-2016_NHM_1097_1,tender,tender,1,2022-09-29,2016_NHM_1097_1,SNC-AAA/2962/2016-17/7968,FOR HIRING AN IMPLEMENTATION SUPPORT AGENCY FOR PROVIDING SUPPORT SERVICES FOR IMPLEMENTATION OF THE ATAL AMRIT ABHIYAN OF THE GOVT OF ASSAM,Services,Open Tender,Works,Miscellaneous Services,NA,No,No,320000000,2016-06-10 10:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Technical Evaluation,5,assessment,Price Bid Opening Date,NA,02-11-2016 15:00,NA,National Health Mission,2016-2017
ocds-kjhdrl-2016_SSA_1098_1,tender,tender,1,2022-09-29,2016_SSA_1098_1,ssa_esstt_rstc_483_2016_6307,SUPPLY OF SCHOOL BAGS FOR MADRASSA,Goods,Open Tender,Supply,Supply of Materials,NA,No,No,18000000,2016-06-10 12:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,To be Opened,7,assessment,Price Bid Opening Date,NA,27-10-2016 15:00,NA,Axom Sarba Siksha Abhijan Mission,2016-2017
ocds-kjhdrl-2016_SSA_1099_1,tender,tender,1,2022-09-29,2016_SSA_1099_1,ssa_esstt_rstc_482_2016_6310,SUPPLY OF SCHOOL BAGS FOR NRSTC FRESH and SEASONAL HOSTEL BIDDING,Goods,Open Tender,Supply,Supply of Materials,NA,No,No,17000000,2016-06-10 12:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,To be Opened,7,assessment,Price Bid Opening Date,NA,27-10-2016 15:00,NA,Axom Sarba Siksha Abhijan Mission,2016-2017
ocds-kjhdrl-2016_SSA_1100_1,tender,tender,1,2022-09-29,2016_SSA_1100_1,ssa_esstt_hear_592_2016_6327,SUPPLY OF AIDS APPLIANCE FOR CHILDREN WITH SPECIAL NEEDS,Goods,Open Tender,Supply,Supply of Materials,NA,No,No,15000000,2016-06-10 12:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Technical Evaluation,3,assessment,Price Bid Opening Date,NA,28-10-2016 15:00,NA,Axom Sarba Siksha Abhijan Mission,2016-2017
ocds-kjhdrl-2016_GMDA_1105_1,tender,tender,1,2022-09-29,2016_GMDA_1105_1,GMDA/DEV/56/2016/04,"INSTALLATION OF LIFTS and  MAINTENANCE OF EXISTING FOOT OVER BRIDGES IN GUWAHATI ON PUBLIC PRIVATE PARTNERSHIP  FORMAT ON DESIGN, BUILD, FINANCE, OPERATE AND TRANSFER_DBFOT_BASIS",Services,Open Tender,Item Rate,Miscellaneous Services,NA,No,No,0,2016-06-10 14:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,120,No,Offline,NA,To be Opened,0,assessment,Price Bid Opening Date,NA,15-11-2016 15:30,NA,Guwahati Metropolitan Development Authority,2016-2017
ocds-kjhdrl-2016_PWBNH_1106_1,tender,tender,1,2022-09-29,2016_PWBNH_1106_1,GMC25/2016/23 dtd.3/10/2016,FIFA Group_D,Works,Open Tender,Item Rate,Civil Works - Others,NA,No,No,24000000,2016-06-10 15:30:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Technical Evaluation,5,assessment,Price Bid Opening Date,NA,19-10-2016 14:30,NA,Public Works Building and NH Department,2016-2017
ocds-kjhdrl-2016_SSA_1102_1,tender,tender,1,2022-09-29,2016_SSA_1102_1,ssa_esstt_sp_lp_2016_6329,PRINTING and SUPPLY OF SIKHON PUTHI LP IN ASSAMESE BENGALI  BODO AND ENGLISH VERSION,Goods,Open Tender,Supply,Supply of Materials,NA,No,No,6000000,2016-06-10 16:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,To be Opened,7,assessment,Price Bid Opening Date,NA,28-10-2016 15:00,NA,Axom Sarba Siksha Abhijan Mission,2016-2017
ocds-kjhdrl-2016_SSA_1103_1,tender,tender,1,2022-09-29,2016_SSA_1103_1,ssa_esstt_sp_up_2016_6330,PRINTING and SUPPLY OF SIKHON PUTHI UP IN ASSAMESE BENGALI BODO AND ENGLISH VERSION,Goods,Open Tender,Supply,Supply of Materials,NA,No,No,2600000,2016-06-10 16:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,To be Opened,6,assessment,Price Bid Opening Date,NA,28-10-2016 15:00,NA,Axom Sarba Siksha Abhijan Mission,2016-2017
ocds-kjhdrl-2016_SSA_1104_1,tender,tender,1,2022-09-29,2016_SSA_1104_1,ss_esstt_er_535_2016_6328,PRINTING and SUPPLY OF EVALUATION REGISTER  LP AND UP IN ASSAMESE BENGALI BODO AND ENGLISH VERSION,Goods,Open Tender,Supply,Supply of Materials,NA,No,No,8000000,2016-06-10 16:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,To be Opened,5,assessment,Price Bid Opening Date,NA,28-10-2016 15:00,NA,Axom Sarba Siksha Abhijan Mission,2016-2017
ocds-kjhdrl-2016_SSA_1101_1,tender,tender,1,2022-09-29,2016_SSA_1101_1,ssa_mis_cal7_360_2016_pt,SUPPLY AND INSTALLATION OF DESKTOP COMPUTER  UPS AND PRINTER,Goods,Open Tender,Supply,Supply of Materials,NA,No,No,40400000,2016-06-10 17:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,To be Opened,2,assessment,Price Bid Opening Date,NA,28-10-2016 15:00,NA,Axom Sarba Siksha Abhijan Mission,2016-2017
ocds-kjhdrl-2016_SSA_1108_1,tender,tender,1,2022-09-29,2016_SSA_1108_1,ssa_nzt_hg_479_2016_6338,E-Tender for Hiring Godown,Services,Open Tender,Works,Allotment of Space,NA,No,No,4000000,2016-06-10 17:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,To be Opened,0,assessment,Price Bid Opening Date,NA,28-10-2016 15:00,NA,Axom Sarba Siksha Abhijan Mission,2016-2017
ocds-kjhdrl-2016_GMDA_1273_1,tender,tender,1,2022-09-29,2016_GMDA_1273_1,GMDA/DEV/47/2016/Pt-1/6,Extension of Noonmati Basin Drain,Works,Open Tender,Item Rate,Civil Works,NA,No,No,195260000,2016-06-12 14:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,120,No,Offline,NA,Financial Bid Opening,3,assessment,Price Bid Opening Date,NA,26-12-2016 15:30,NA,Guwahati Metropolitan Development Authority,2016-2017
ocds-kjhdrl-2016_PWBNH_1275_1,tender,tender,1,2022-09-29,2016_PWBNH_1275_1,CS/T/BD/20/2016/3 DTD 01/12/2016,Rastriya Uchchatar Siksha Abhijan (RUSA),Works,Open Tender,Works,Civil Works,NA,No,No,6888137,2016-06-12 16:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,5,assessment,Price Bid Opening Date,NA,15-12-2016 11:00,NA,Public Works Building and NH Department,2016-2017
ocds-kjhdrl-2016_PWBNH_944_1,tender,tender,1,2022-09-29,2016_PWBNH_944_1,SMC/19/2016/2 dt.9-6-2016,DC Office Jorhat,Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,14402000,2016-06-15 14:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Technical Evaluation,3,assessment,Price Bid Opening Date,NA,22-06-2016 11:00,NA,Public Works Building and NH Department,2016-2017
ocds-kjhdrl-2016_DOT_946_1,tender,tender,1,2022-09-29,2016_DOT_946_1,ATDC/CS/558/2016/1036_E002,"Development of facilities for Pilgrims visiting Kamakhya Dham, Guwahati under 13th Finance Commission_Construction of Dormitory with outer development and parking facilities",Works,Open Tender,Item Rate,Composite Works,NA,No,No,25132914,2016-06-16 12:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,5,assessment,Price Bid Opening Date,NA,12-07-2016 12:30,NA,Department of Tourism,2016-2017
ocds-kjhdrl-2016_DOT_945_1,tender,tender,1,2022-09-29,2016_DOT_945_1,ATDC/CS/558/2016/1036-1043,Development of Kamakhya Temple and Pilgrimage Destination in and around Guwahati under PRASAD,Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,326234374,2016-06-16 17:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,1,assessment,Price Bid Opening Date,NA,12-07-2016 12:30,NA,Department of Tourism,2016-2017
ocds-kjhdrl-2016_PWBNH_947_1,tender,tender,1,2022-09-29,2016_PWBNH_947_1,CS/T/BD/13/2016/2 dtd. 9/06/2016,"Construction of Auditorium of Tarajan Sanmilan, Jorhat under State Specific Scheme during the year 2015-16",Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,15087321,2016-06-17 14:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Technical Evaluation,4,assessment,Price Bid Opening Date,NA,24-06-2016 11:00,NA,Public Works Building and NH Department,2016-2017
ocds-kjhdrl-2016_BTC_951_1,tender,tender,1,2022-09-29,2016_BTC_951_1,ACE_264/TECH/BTC/MBSF/15-16/10,"Construction of Muga P3 Basic Seed Station at Kawabil, CC under Kokrajhar Civil Sub-Division, under NERTPS Programme for the year 2015-16, under Central Silk Board, Govt. of India",Works,Open Tender,Item Rate,Civil Works,NA,No,No,21980001,2016-06-20 16:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Technical Evaluation,2,assessment,Price Bid Opening Date,NA,05-07-2016 14:00,NA,Bodoland Territorial Council-PWD,2016-2017
ocds-kjhdrl-2016_PWBNH_952_1,tender,tender,1,2022-09-29,2016_PWBNH_952_1,CE/REC/11/2016/4 dtd. 8/6/2016,Construction of Multistoried Judicial Court Building at                                Judicial Court campus at Dibrugarh,Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,62074741,2016-06-20 17:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Technical Evaluation,4,assessment,Price Bid Opening Date,NA,01-07-2016 15:00,NA,Public Works Building and NH Department,2016-2017
ocds-kjhdrl-2016_PHED_950_1,tender,tender,1,2022-09-29,2016_PHED_950_1,PHE9/MM/2016_17/T_3417,PACKAGE NO 1_Supply delivery and installation of standalone community water purification plant with solar pumps set fitted with tube well capable of removing contaminants,Works,Open Tender,Works,Civil Works - Water Works,NA,No,No,38822000,2016-06-21 9:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,120,No,Offline,NA,To be Opened,0,assessment,Price Bid Opening Date,NA,12-07-2016 12:00,NA,Public Health Engineering Department,2016-2017
ocds-kjhdrl-2016_PHED_950_2,tender,tender,1,2022-09-29,2016_PHED_950_2,PHE9/MM/2016_17/T_3417,PACKAGE NO 2_Supply  delivery and installation of standalone community water purification plant with solar pumps set fitted with tube well capable of removing contaminants,Works,Open Tender,Works,Civil Works - Water Works,NA,No,No,37773000,2016-06-21 9:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,120,No,Offline,NA,To be Opened,0,assessment,Price Bid Opening Date,NA,12-07-2016 12:00,NA,Public Health Engineering Department,2016-2017
ocds-kjhdrl-2016_PHED_950_3,tender,tender,1,2022-09-29,2016_PHED_950_3,PHE9/MM/2016_17/T_3417,PACKAGE NO 3_Supply delivery and installation of standalone community water purification plant with solar pumps set fitted with tube well capable of removing contaminants,Works,Open Tender,Works,Civil Works - Water Works,NA,No,No,24133000,2016-06-21 9:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,120,No,Offline,NA,To be Opened,0,assessment,Price Bid Opening Date,NA,12-07-2016 12:00,NA,Public Health Engineering Department,2016-2017
ocds-kjhdrl-2016_NHM_948_1,tender,tender,1,2022-09-29,2016_NHM_948_1,NHM/C-CW/AYUSH HOSPITAL/2718/15/72347 Dt. 14-06-16,Construction of 10 Bedded Integrated AYUSH Hospital at Sonapur District Hospital,Works,Open Tender,Turn-key,Civil Works - Building,NA,No,No,15207667,2016-06-21 12:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,6,assessment,Price Bid Opening Date,NA,01-07-2016 15:30,NA,National Health Mission,2016-2017
ocds-kjhdrl-2016_NHM_949_1,tender,tender,1,2022-09-29,2016_NHM_949_1,NRHM/C-CW/CHC /Sivasagar Old Hospital/2090/14/7226,Construction of Community Health Centre Model Hospital including residential quarters at Sivasagar Old Hospital in Sivasagar Dist. under NHM on Turn Key Basis,Works,Open Tender,Works,Civil Works,NA,No,No,48466033,2016-06-21 12:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,3,assessment,Price Bid Opening Date,NA,01-07-2016 15:30,NA,National Health Mission,2016-2017
ocds-kjhdrl-2016_ICD_953_1,tender,tender,1,2022-09-29,2016_ICD_953_1,SC(DR)/TECH/1/84/Pt. IX/29,"TECHNICAL SURVEILLANCE OF NATURAL GAS PIPELINE SUSPENSION CROSSING ACROSS RIVER DILLI, NAMRUP, ASSAM",Services,Open Tender,Item Rate,Miscellaneous Services,NA,No,No,0,2016-06-22 9:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,0,assessment,Price Bid Opening Date,NA,19-07-2016 14:30,NA,Industries and Commerce Department,2016-2017
ocds-kjhdrl-2016_RMSA_954_1,tender,tender,1,2022-09-29,2016_RMSA_954_1,No. RMSA/GH/St. Govt/Corres/3/2009/pt-I/310,Supply and installation of 5 KVA Diesel Generator Sets,Goods,Open Tender,Buy,Electrical Work/ Equipment,NA,No,No,8000000,2016-06-24 13:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Evaluation,8,assessment,Price Bid Opening Date,NA,29-07-2016 15:00,NA,Rashtriya Madhyamik Siksha Abhijan,2016-2017
ocds-kjhdrl-2016_PWBNH_955_1,tender,tender,1,2022-09-29,2016_PWBNH_955_1,GMC16/2016/2 dtd. 14/06/2016,Construction of Proposed Sub-regional Science Centre and  Planetarium at Kokrajhar for the year 2015-16_Balance Work  Package No.  PlanetariumK_2015-16,Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,21314000,2016-06-28 14:00:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,To be Opened,3,assessment,Price Bid Opening Date,NA,07-07-2016 11:00,NA,Public Works Building and NH Department,2016-2017
